,link,metro,price_meter,index,desc,price,address,pub_datetime
668,https://www.cian.ru/rent/flat/224540413/,Рязанский проспект,Комм.платеживключены(безсчётчиков),667,"1-комн. кв., 36 м², 5/9 этаж",29000/мес.,"Москва, ВАО, р-н Вешняки, м. Рязанский проспект, улица Красный Казанец, 1К2",2020-03-14 22:10:00
394,https://www.cian.ru/rent/flat/227571752/,Хорошево,Комм.платеживключены(безсчётчиков),393,"1-комн. кв., 34,1 м², 17/17 этаж",48000/мес.,"Москва, СЗАО, р-н Хорошево-Мневники, м. Хорошево, улица Народного Ополчения, 3",2020-03-14 22:11:00
325,https://www.cian.ru/rent/flat/227193567/,Молодежная,Комм.платеживключены(безсчётчиков),324,"1-комн. кв., 35 м², 8/9 этаж",40000/мес.,"Москва, ЗАО, р-н Кунцево, м. Молодежная, улица Маршала Тимошенко, 7",2020-03-14 22:12:00
465,https://www.cian.ru/rent/flat/227566550/,Аэропорт,Комм.платеживключены(безсчётчиков),464,"1-комн. кв., 70 м², 19/32 этаж",85000/мес.,"Москва, САО, р-н Аэропорт, м. Аэропорт, Кочновский проезд, 4к1",2020-03-14 22:13:00
951,https://www.cian.ru/rent/flat/227437900/,Озерная,Комм.платеживключены(безсчётчиков),950,"1-комн. кв., 38 м², 7/22 этаж",45000/мес.,"Москва, ЗАО, р-н Тропарево-Никулино, м. Озерная, Никулинская улица, 31",2020-03-14 22:14:00
487,https://www.cian.ru/rent/flat/225469168/,Алтуфьево,Комм.платеживключены(безсчётчиков),486,"1-комн. кв., 34,7 м², 14/15 этаж",31900/мес.,"Москва, СВАО, р-н Северный, м. Алтуфьево, бульвар Академика Ландау, 5к2",2020-03-14 22:15:00
470,https://www.cian.ru/rent/flat/225551592/,Серпуховская,Комм.платеживключены(безсчётчиков),469,"1-комн. кв., 42 м², 8/14 этаж",110000/мес.,"Москва, ЦАО, р-н Замоскворечье, м. Серпуховская, Мытная улица, 7с1",2020-03-14 22:15:00
216,https://www.cian.ru/rent/flat/222932956/,Улица Горчакова,Комм.платеживключены(безсчётчиков),215,"1-комн. кв., 41 м², 6/12 этаж",32000/мес.,"Москва, ЮЗАО, р-н Южное Бутово, м. Улица Горчакова, Чечерский проезд, 24К2",2020-03-14 22:15:00
737,https://www.cian.ru/rent/flat/226738060/,Саларьево,Комм.платеживключены(безсчётчиков),736,"1-комн. кв., 40,8 м², 16/25 этаж",32100/мес.,"Москва, НАО (Новомосковский), м. Саларьево, Московский поселение, Киевское шоссе, 23-й км, 11к1",2020-03-14 22:16:00
798,https://www.cian.ru/rent/flat/227729274/,Коммунарка,Комм.платеживключены(безсчётчиков),797,"1-комн. кв., 40 м², 6/15 этаж",35000/мес.,"Москва, НАО (Новомосковский), м. Коммунарка, Сосенское поселение, улица Василия Ощепкова, 4",2020-03-14 22:16:00
446,https://www.cian.ru/rent/flat/225932232/,Баррикадная,Комм.платеживключены(безсчётчиков),445,"1-комн. кв., 40 м², 13/16 этаж",70000/мес.,"Москва, ЦАО, р-н Пресненский, м. Баррикадная, Зоологическая улица, 12К1",2020-03-14 22:16:00
797,https://www.cian.ru/rent/flat/225579018/,Отрадное,Комм.платеживключены(безсчётчиков),796,"1-комн. кв., 36 м², 12/25 этаж",35000/мес.,"Москва, СВАО, р-н Отрадное, м. Отрадное, Высоковольтный проезд, 1к2",2020-03-14 22:17:00
430,https://www.cian.ru/rent/flat/226336137/,Молодежная,Комм.платеживключены(безсчётчиков),429,"1-комн. кв., 55,8 м², 6/25 этаж",62000/мес.,"Москва, ЗАО, р-н Кунцево, м. Молодежная, Партизанская улица, 26",2020-03-14 22:17:00
291,https://www.cian.ru/rent/flat/227730624/,Некрасовка,Комм.платеживключены(безсчётчиков),290,"1-комн. кв., 45 м², 15/24 этаж",37999/мес.,"Москва, ЮВАО, р-н Некрасовка, м. Некрасовка, проспект Защитников Москвы, 7к1",2020-03-14 22:18:00
193,https://www.cian.ru/rent/flat/207191855/,Каховская,Комм.платеживключены(безсчётчиков),192,"1-комн. кв., 34 м², 4/5 этаж",30000/мес.,"Москва, ЮЗАО, р-н Зюзино, м. Каховская, Перекопская улица, 11К3",2020-03-14 22:18:00
1322,https://www.cian.ru/rent/flat/227093107/,Войковская,Комм.платеживключены(безсчётчиков),1321,"1-комн. кв., 30 м², 3/5 этаж",40000/мес.,"Москва, САО, р-н Войковский, м. Войковская, 2-й Войковский проезд, 8",2020-03-14 22:23:00
1403,https://www.cian.ru/rent/flat/227509739/,Царицыно,Комм.платеживключены(безсчётчиков),1402,"1-комн. кв., 32 м², 4/5 этаж",22000/мес.,"Москва, НАО (Новомосковский), м. Царицыно, Щербинка, улица Симферопольская, 3б",2020-03-14 22:49:00
1269,https://www.cian.ru/rent/flat/227079353/,Молодежная,Комм.платеживключены(безсчётчиков),1268,"1-комн. кв., 24 м², 2/5 этаж",34000/мес.,"Москва, ЗАО, р-н Кунцево, м. Молодежная, Ярцевская улица, 13",2020-03-14 22:57:00
136,https://www.cian.ru/rent/flat/227767424/,Нагорная,Комм.платеживключены(безсчётчиков),135,"1-комн. кв., 40 м², 4/25 этаж",45000/мес.,"Москва, ЮАО, р-н Нагорный, м. Нагорная, Электролитный проезд, 16к3",2020-03-14 23:16:00
1258,https://www.cian.ru/rent/flat/226859396/,Медведково,Комм.платеживключены(безсчётчиков),1257,"1-комн. кв., 20 м², 14/16 этаж",32500/мес.,"Москва, СВАО, р-н Ярославский, м. Медведково, Ярославское шоссе, 116К2",2020-03-14 23:22:00
1397,https://www.cian.ru/rent/flat/224385837/,Павелецкая,Комм.платеживключены(безсчётчиков),1396,"1-комн. апарт., 46,5 м², 3/7 этаж",160000/мес.,"Москва, ЦАО, р-н Замоскворечье, м. Павелецкая, Шлюзовая набережная, 2А",2020-03-14 23:27:00
494,https://www.cian.ru/rent/flat/225997023/,Сходненская,Комм.платеживключены(безсчётчиков),493,"1-комн. кв., 32 м², 6/9 этаж",31900/мес.,"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Туристская улица, 2К4",2020-03-14 23:38:00
375,https://www.cian.ru/rent/flat/227768204/,Тушинская,Комм.платеживключены(безсчётчиков),374,"1-комн. кв., 45 м², 15/20 этаж",45000/мес.,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Тушинская, улица Циолковского, 7",2020-03-14 23:42:00
1416,https://www.cian.ru/rent/flat/227768236/,Комсомольская,Комм.платеживключены(безсчётчиков),1415,"1-комн. кв., 41 м², 7/14 этаж",22999/мес.,"Москва, ЗелАО, р-н Крюково, м. Комсомольская, Зеленоград, мкр. 18-й, К1824",2020-03-14 23:43:00
374,https://www.cian.ru/rent/flat/227410116/,Крымская,Комм.платеживключены(безсчётчиков),373,"1-комн. кв., 42 м², 17/24 этаж",45000/мес.,"Москва, ЮЗАО, р-н Котловка, м. Крымская, улица Дмитрия Ульянова, 43К3",2020-03-15 00:03:00
148,https://www.cian.ru/rent/flat/227497370/,Октябрьская,Комм.платеживключены(безсчётчиков),147,"1-комн. кв., 45 м², 2/6 этаж",65000/мес.,"Москва, ЦАО, р-н Якиманка, м. Октябрьская, улица Большая Якиманка, 40С7",2020-03-15 00:04:00
1089,https://www.cian.ru/rent/flat/226941287/,Сходненская,Комм.платеживключены(безсчётчиков),1088,"1-комн. кв., 35 м², 7/22 этаж",33000/мес.,"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Светлогорский проезд, 5",2020-03-15 00:05:00
82,https://www.cian.ru/rent/flat/224410401/,Новодачная,Комм.платеживключены(безсчётчиков),81,"1-комн. апарт., 33 м², 1/4 этаж",32000/мес.,"Москва, СВАО, р-н Северный, м. Новодачная, Дмитровское шоссе, 122Гк1",2020-03-15 00:05:00
931,https://www.cian.ru/rent/flat/227581340/,Ленинский проспект,Комм.платеживключены(безсчётчиков),930,"1-комн. кв., 43 м², 9/10 этаж",43000/мес.,"Москва, ЮЗАО, р-н Гагаринский, м. Ленинский проспект, улица Косыгина, 5",2020-03-15 00:06:00
537,https://www.cian.ru/rent/flat/227495011/,Фили,Комм.платеживключены(безсчётчиков),536,"1-комн. кв., 42,5 м², 15/31 этаж",70000/мес.,"Москва, ЗАО, р-н Филевский парк, м. Фили, Береговой проезд, 5к1",2020-03-15 00:08:00
1035,https://www.cian.ru/rent/flat/227708969/,Новые Черемушки,Комм.платеживключены(безсчётчиков),1034,"1-комн. кв., 70 м², 11/25 этаж",60000/мес.,"Москва, ЮЗАО, р-н Черемушки, м. Новые Черемушки, Новочеремушкинская улица, 63К1",2020-03-15 00:09:00
256,https://www.cian.ru/rent/flat/227578652/,Новогиреево,Комм.платеживключены(безсчётчиков),255,"1-комн. кв., 40 м², 6/12 этаж",35000/мес.,"Москва, ВАО, р-н Ивановское, м. Новогиреево, улица Молостовых, 16К2",2020-03-15 00:09:00
861,https://www.cian.ru/rent/flat/227624626/,Рассказовка,Комм.платеживключены(безсчётчиков),860,"1-комн. кв., 43 м², 7/16 этаж",37000/мес.,"Москва, НАО (Новомосковский), м. Рассказовка, Внуковское поселение, улица Летчика Ульянина, 7",2020-03-15 00:09:00
1023,https://www.cian.ru/rent/flat/227357348/,Красносельская,Комм.платеживключены(безсчётчиков),1022,"1-комн. кв., 32 м², 2/10 этаж",55000/мес.,"Москва, ЦАО, р-н Красносельский, м. Красносельская, 1-й Красносельский переулок, 3",2020-03-15 00:10:00
1015,https://www.cian.ru/rent/flat/226580474/,Хорошево,Комм.платеживключены(безсчётчиков),1014,"1-комн. апарт., 33,5 м², 10/19 этаж",55000/мес.,"Москва, СЗАО, р-н Хорошево-Мневники, м. Хорошево, проспект Маршала Жукова, 39Ак2",2020-03-15 00:13:00
445,https://www.cian.ru/rent/flat/227409907/,ЦСКА,Комм.платеживключены(безсчётчиков),444,"1-комн. кв., 32,6 м², 11/14 этаж",70000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 2",2020-03-15 00:13:00
1001,https://www.cian.ru/rent/flat/226057251/,Озерная,Комм.платеживключены(безсчётчиков),1000,"1-комн. кв., 45 м², 10/24 этаж",52000/мес.,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Озерная, Большая Очаковская улица, 44к1",2020-03-15 00:17:00
897,https://www.cian.ru/rent/flat/227768889/,Коптево,Комм.платеживключены(безсчётчиков),896,"1-комн. кв., 36,6 м², 11/14 этаж",40000/мес.,"Москва, САО, р-н Коптево, м. Коптево, Коптевский бульвар, 11А",2020-03-15 00:20:00
604,https://www.cian.ru/rent/flat/227579173/,Филатов луг,Комм.платеживключены(безсчётчиков),603,"1-комн. кв., 38 м², 12/17 этаж",25000/мес.,"Москва, НАО (Новомосковский), м. Филатов луг, Московский, мкр. Первый Московский Город-Парк, улица Бианки, 5",2020-03-15 00:21:00
229,https://www.cian.ru/rent/flat/227436633/,Селигерская,Комм.платеживключены(безсчётчиков),228,"1-комн. кв., 38 м², 16/17 этаж",33000/мес.,"Москва, САО, р-н Бескудниковский, м. Селигерская, Бескудниковский бульвар, 22",2020-03-15 00:21:00
127,https://www.cian.ru/rent/flat/227577530/,Марьино,Комм.платеживключены(безсчётчиков),126,"1-комн. кв., 40 м², 8/12 этаж",40000/мес.,"Москва, ЮВАО, р-н Марьино, м. Марьино, Луговой проезд, 3",2020-03-15 00:23:00
717,https://www.cian.ru/rent/flat/227005521/,Рассказовка,Комм.платеживключены(безсчётчиков),716,"1-комн. кв., 37 м², 12/14 этаж",30000/мес.,"Москва, НАО (Новомосковский), м. Рассказовка, Внуковское поселение, улица Омская, 10",2020-03-15 00:24:00
1048,https://www.cian.ru/rent/flat/227495633/,Динамо,Комм.платеживключены(безсчётчиков),1047,"1-комн. апарт., 35 м², 5/19 этаж",68000/мес.,"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 29к1",2020-03-15 00:26:00
546,https://www.cian.ru/rent/flat/226051018/,Рязанский проспект,Комм.платеживключены(безсчётчиков),545,"1-комн. кв., 35 м², 13/16 этаж",29000/мес.,"Москва, ЮВАО, р-н Рязанский, м. Рязанский проспект, улица Академика Скрябина, 16к1",2020-03-15 00:26:00
192,https://www.cian.ru/rent/flat/227167167/,Бабушкинская,Комм.платеживключены(безсчётчиков),191,"1-комн. кв., 40 м², 12/12 этаж",30000/мес.,"Москва, СВАО, р-н Южное Медведково, м. Бабушкинская, проезд Шокальского, 6А",2020-03-15 00:26:00
436,https://www.cian.ru/rent/flat/227496280/,Арбатская,Комм.платеживключены(безсчётчиков),435,"1-комн. кв., 45 м², 11/24 этаж",65000/мес.,"Москва, ЦАО, р-н Арбат, м. Арбатская, улица Новый Арбат, 10",2020-03-15 00:27:00
634,https://www.cian.ru/rent/flat/227495793/,Селигерская,Комм.платеживключены(безсчётчиков),633,"1-комн. кв., 32 м², 5/5 этаж",27000/мес.,"Москва, САО, р-н Дмитровский, м. Селигерская, Карельский бульвар, 22",2020-03-15 00:28:00
65,https://www.cian.ru/rent/flat/227655004/,Трикотажная,Комм.платеживключены(безсчётчиков),64,"1-комн. кв., 36 м², 14/14 этаж",32000/мес.,"Москва, СЗАО, р-н Южное Тушино, м. Трикотажная, Походный проезд, 11к1",2020-03-15 00:29:00
324,https://www.cian.ru/rent/flat/227495492/,Мичуринский проспект,Комм.платеживключены(безсчётчиков),323,"1-комн. кв., 45 м², 23/25 этаж",40000/мес.,"Москва, ЗАО, р-н Очаково-Матвеевское, м. Мичуринский проспект, Большая Очаковская улица, 5",2020-03-15 00:36:00
429,https://www.cian.ru/rent/flat/195292948/,Фили,Комм.платеживключены(безсчётчиков),428,"1-комн. апарт., 30 м², 9/16 этаж",60000/мес.,"Москва, ЗАО, р-н Филевский парк, м. Фили, Большая Филевская улица, 4",2020-03-15 00:37:00
1044,https://www.cian.ru/rent/flat/217723178/,Хорошево,Комм.платеживключены(безсчётчиков),1043,"1-комн. кв., 33,3 м², 6/19 этаж",65000/мес.,"Москва, СЗАО, р-н Хорошево-Мневники, м. Хорошево, проспект Маршала Жукова, 39Ак2",2020-03-15 00:37:00
150,https://www.cian.ru/rent/flat/221703460/,ЦСКА,Комм.платеживключены(безсчётчиков),149,"1-комн. апарт., 33 м², 2/15 этаж",69000/мес.,"Москва, САО, р-н Хорошевский, м. ЦСКА, Ходынский бульвар, 20А",2020-03-15 00:37:00
7551,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7550,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
6095,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),6094,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
4415,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),4414,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3267,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3266,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3575,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3574,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
7523,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7522,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5227,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5226,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1699,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1698,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
8559,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),8558,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
8027,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),8026,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5031,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5030,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3771,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3770,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1727,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1726,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
7411,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7410,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5759,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5758,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5003,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5002,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3155,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3154,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1839,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1838,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
6179,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),6178,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
2539,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),2538,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3183,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3182,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
6151,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),6150,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
7439,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7438,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1811,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1810,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
4163,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),4162,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3239,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3238,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
8335,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),8334,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5255,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5254,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
7467,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7466,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1783,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1782,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3211,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3210,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
8055,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),8054,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
6627,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),6626,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
6123,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),6122,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
1755,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),1754,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
7495,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),7494,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
4191,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),4190,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5787,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5786,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
2679,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),2678,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3603,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3602,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
4779,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),4778,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
3547,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),3546,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
2567,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),2566,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
8615,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),8614,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
5927,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),5926,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
4303,https://www.cian.ru/rent/flat/227657201/,Ломоносовский проспект,Комм.платеживключены(безсчётчиков),4302,"1-комн. кв., 51 м², 7/17 этаж",75000/мес.,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, Мичуринский проспект, 7К1",2020-03-15 00:38:00
